batch,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy
-1,0.6275510204081632,0.8088105726872247,0.12790697674418605,0.808910891089109,0.2668024439918534,0.26905829596412556,0.20772442588726514,0.42996108949416345,0.9650924024640657,0.2705649157581764
0,0.47551020408163264,0.9770925110132158,0.1385658914728682,0.6188118811881188,0.5264765784114053,0.5672645739910314,0.4091858037578288,0.7509727626459144,0.8737166324435318,0.6134786917740337
1,0.026530612244897958,0.9947136563876652,0.0009689922480620155,0.02574257425742574,0.025458248472505093,0.625560538116592,0.06889352818371608,0.4066147859922179,0.14989733059548255,0.05847373637264618
2,0.0,0.9973568281938326,0.0,0.0,0.0010183299389002036,0.23318385650224216,0.005219206680584551,0.13813229571984437,0.011293634496919919,0.002973240832507433
3,0.0,0.9991189427312775,0.0,0.0,0.0,0.014573991031390135,0.0,0.02237354085603113,0.0,0.0
4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
